1,1,1
1,2,2
2,3,1
2,4,2
3,5,1
4,6,1
5,7,1
6,8,1
6,9,2
7,10,1
7,11,2
8,12,1
9,13,1
10,14,1
10,15,2
11,16,1
12,17,1
12,18,2
13,19,1
13,20,2
14,21,1
15,22,1
15,23,2
16,24,1
16,25,2
17,26,1
18,27,1
18,28,2
19,29,1
19,30,2
20,31,1
21,32,1
21,33,2
22,34,1
23,35,1
23,36,2
24,37,1
24,38,2
25,39,1
25,40,2
26,41,1
27,42,1
27,43,2
28,44,1
29,45,1
29,46,2
30,47,1
30,48,2
31,49,1
31,50,2
32,51,1
33,52,1
33,53,2
34,54,1
34,55,2
35,56,1
36,57,1
36,58,2
37,59,1
37,60,2
38,61,1
39,62,1
39,63,2
40,64,1
40,65,2
41,66,1
42,67,1
42,68,2
43,69,1
43,111,1
43,70,2
44,71,1
45,72,1
45,73,2
46,74,1
46,75,2
47,76,1
47,77,2
48,78,1
49,79,1
50,80,1
51,81,1
51,82,2
52,83,1
52,84,2
53,85,1
54,86,1
55,87,1
56,88,1
57,89,1
57,90,2
58,91,1
58,92,2
59,93,1
59,94,2
60,95,1
61,96,1
62,97,1
63,98,1
63,99,2
64,100,1
64,101,2
65,102,1
66,103,1
66,104,1
66,105,2
66,106,2
67,107,1
67,108,2
68,109,1
68,110,2
69,69,1
69,111,1
70,112,1
70,113,2
71,114,1
72,115,1
72,116,2
73,117,1
73,118,2
74,119,1
74,120,2
74,121,3
75,122,1
76,123,1
77,124,1
77,125,2
78,126,1
79,127,1
80,128,1
81,129,1
81,130,2
82,131,1
82,132,2
83,133,1
84,134,1
84,135,2
85,136,1
85,137,2
86,138,1
86,139,2
87,140,1
88,141,1
88,142,2
88,143,2
89,144,1
89,145,2
90,146,1
91,147,1
91,148,2
92,149,1
93,150,1
93,151,1
94,152,1
95,153,1
96,154,1
96,155,2
97,156,1
97,157,2
98,158,1
98,159,1
98,160,2
99,161,1
99,162,2
100,163,1
101,164,1
102,165,1
102,166,2
103,167,1
103,168,2
104,169,1
105,170,1
106,171,1
107,172,1
108,173,1
109,174,1
110,175,1
111,176,1
112,177,1
113,178,1
113,179,2
114,180,1
114,181,1
115,182,1
115,183,2
116,184,1
117,185,1
117,186,2
118,187,1
118,188,2
119,189,1
120,190,1
120,191,2
121,192,1
122,193,1
122,194,2
123,195,1
124,196,1
124,197,2
125,198,1
126,199,1
127,200,1
127,201,2
128,202,1
129,203,1
129,204,2
130,205,1
130,206,2
131,207,1
131,208,2
132,209,1
132,210,2
133,211,1
133,212,2
134,213,1
134,214,3
135,215,1
136,216,1
136,217,2
137,218,1
138,219,1
138,220,2
139,221,1
139,222,2
140,223,1
141,224,1
142,225,1
143,226,1
143,227,2
144,228,1
145,229,1
146,230,1
146,231,2
147,232,1
147,233,2
148,234,1
148,235,2
149,236,1
149,237,2
150,238,1
151,239,1
152,240,1
152,241,2
153,242,1
153,243,1
154,244,1
154,245,2
155,246,1
155,247,2
156,248,1
157,249,1
158,250,1
158,251,2
159,252,1
159,253,2
160,254,1
161,255,1
162,256,1
163,257,1
163,258,2
164,259,1
164,260,2
165,261,1
165,262,2
166,263,1
166,264,2
167,265,1
167,266,2
168,267,1
169,268,1
169,269,2
170,270,1
170,271,2
171,272,1
171,273,2
172,274,1
172,275,2
173,276,1
173,277,2
173,278,3
174,279,1
175,280,1
175,281,2
176,282,1
176,283,2
177,284,1
178,285,1
178,286,2
179,287,1
180,288,1
180,289,2
181,290,1
182,291,1
182,292,2
183,293,1
183,294,2
184,295,1
184,296,2
185,297,1
186,298,1
187,299,1
188,300,1
188,301,2
189,302,1
190,303,1
190,304,2
191,305,1
191,306,2
192,307,1
192,308,2
193,309,1
193,310,2
194,311,1
195,312,1
196,313,1
197,314,1
197,315,2
198,316,1
198,317,2
199,318,1
199,319,2
200,320,1
200,321,2
201,322,1
202,323,1
202,324,2
203,325,1
203,326,2
204,327,1
205,328,1
206,329,1
207,330,1
207,331,2
208,332,1
209,333,1
210,334,1
210,335,2
211,336,1
212,337,1
212,338,2
213,339,1
214,340,1
214,341,2
215,342,1
215,343,2
216,344,1
217,345,1
218,346,1
218,347,2
219,348,1
219,349,2
220,350,1
221,351,1
222,352,1
223,353,1
223,354,2
224,355,1
224,356,2
225,357,1
226,358,1
226,359,2
227,360,1
228,361,1
228,362,2
229,363,1
229,364,2
230,365,1
230,366,2
231,367,1
232,368,1
233,369,1
233,370,2
234,371,1
234,372,2
235,373,1
235,374,2
236,375,1
237,376,1
237,377,2
238,378,1
238,379,1
238,380,2
238,381,2
239,382,1
239,383,2
240,384,1
240,385,2
241,386,1
241,387,2
242,388,1
242,389,2
243,390,1
244,391,1
245,392,1
245,393,2
246,394,1
247,395,1
247,396,2
248,397,1
248,398,2
249,399,1
249,400,2
250,401,1
250,402,2
251,403,1
252,404,1
252,405,2
253,406,1
253,407,1
253,408,2
253,409,2
254,410,1
255,411,1
256,412,1
256,413,2
257,414,1
257,415,2
258,416,1
258,417,2
259,418,1
260,419,1
260,420,2
261,421,1
262,422,1
263,423,1
264,424,1
265,425,1
266,426,1
267,427,1
268,428,1
268,429,2
269,430,1
270,431,1
270,432,2
271,433,1
271,434,2
271,435,2
272,436,1
273,437,1
274,438,1
275,439,1
276,440,1
277,441,1
277,442,2
278,443,1
278,444,1
278,445,2
278,446,2
279,447,1
279,448,2
280,449,1
281,450,1
281,451,2
282,452,1
282,453,2
283,454,1
283,455,2
284,456,1
285,457,1
285,458,2
286,459,1
287,460,1
288,461,1
288,462,2
289,463,1
289,464,2
290,465,1
290,466,2
291,467,1
292,468,1
293,469,1
294,470,1
295,471,1
295,472,2
296,473,1
296,474,2
297,475,1
297,476,2
298,477,1
299,478,1
299,479,2
300,480,1
300,481,2
301,482,1
301,483,2
302,484,1
302,485,2
303,486,1
303,487,2
304,488,1
304,489,2
305,490,1
306,491,1
306,492,2
307,493,1
307,494,2
308,495,1
309,496,1
309,497,2
310,498,1
310,499,2
311,500,1
311,501,2
312,502,1
312,503,2
313,504,1
314,505,1
314,506,2
315,507,1
316,508,1
316,509,2
317,510,1
317,511,1
317,512,2
317,513,2
318,514,1
318,515,2
319,516,1
320,517,1
320,518,2
321,519,1
321,520,2
322,521,1
322,522,2
323,523,1
323,524,2
324,525,1
324,526,2
325,527,1
326,528,1
326,529,2
327,530,1
327,531,2
328,532,1
329,533,1
329,534,2
330,535,1
330,536,2
331,537,1
331,538,2
332,539,1
333,540,1
333,541,2
334,542,1
334,543,2
335,544,1
335,545,2
336,546,1
336,547,2
337,548,1
337,549,2
338,550,1
338,551,2
339,552,1
339,553,2
340,554,1
340,555,2
341,556,1
341,557,2
342,558,1
342,559,2
343,560,1
344,561,1
345,562,1
346,563,1
346,564,2
347,565,1
347,566,2
348,567,1
348,568,2
349,569,1
349,570,2
350,571,1
350,572,2
351,573,1
351,574,2
352,575,1
352,576,2
353,577,1
353,578,2
354,579,1
354,580,2
355,581,1
356,582,1
356,583,2
357,584,1
358,585,1
358,586,2
359,587,1
360,588,1
360,589,2
361,590,1
361,591,1
361,592,2
362,593,1
363,594,1
363,595,2
364,596,1
364,597,2
365,598,1
365,599,2
